,Title,Published_date,Views,Likes,Favorite,Month
2246,Shape Tests of Coarse Aggregates by Mr. B Suresh,2021-07-05,17,0,0,Jul
2247,Aggregate Crushing Strength Test by Mr. B Suresh,2021-07-05,13,0,0,Jul
2248,Aggregate Impact Test by Mr. B Suresh,2021-07-05,15,1,0,Jul
2249,Abrasion and Attrition test of Coarse Aggregates by Mr. B Suresh,2021-07-05,113,1,0,Jul
2250,Half range Fourier Sine Expansions by Ms. L Indira,2021-07-03,44,2,0,Jul
2251,Half range Fourier Sine Expansions by Ms. L Indira,2021-07-03,32,1,0,Jul
2252,"Fourier Series in an Arbitrary Interval  l, l by Ms. L indira",2021-07-03,21,1,0,Jul
2253,Fourier Series of Interval 0 to l  by Ms. L Indira,2021-07-03,58,4,0,Jul
2254,Fourier Series of Odd Functions by Ms. L Indira,2021-07-03,19,1,0,Jul
2255,"Fourier Expansion of Periodic Function in a given interval of length  π, π  by Ms. L Indira",2021-07-03,36,1,0,Jul
2256,Fourier Series of Even Functions by Ms.  L Indira,2021-07-03,18,0,0,Jul
2257,Fourier expansion of periodic function in a given interval of length 2π by Ms. L Indira,2021-07-03,104,2,0,Jul
2258,Five Ways to Master the Art of Your Communication by Ms.Shraddha P,2021-07-03,334,20,0,Jul
2259,Marri Rajasekhar Reddy dance with Roll Rida and Chitti Master at IARE,2021-07-02,5344,150,0,Jul
2260,Tips for Self Introduction by Ms.P Shruthi Laya,2021-07-02,1581,63,0,Jul
2261,Optical Sources by Ms.M Saritha,2021-07-01,45,0,0,Jul
2262,Scattering and Bending Losses in Optical Fiber by Ms.M Saritha,2021-07-01,51,1,0,Jul
2263,"Fourier Series of Odd Functions in a given  Interval of Length  π, π by Mr. P Shantan Kumar",2021-07-01,17,0,0,Jul
2264,"Fourier Series of Even Functions in a given  Interval of Length  π, π by Mr. P Shantan Kumar",2021-07-01,26,1,0,Jul
2265,Conduction Heat Transfer through Composite Slabs by Dr. K China AppaRao,2021-07-01,19,0,0,Jul
2266,Numericals on Rate of Heat Transfer Formulas by Dr. K China AppaRao,2021-07-01,12,0,0,Jul
2267,General Heat Conduction Equations  in Spherical coordinates by Dr. K China AppaRao,2021-07-01,33,0,0,Jul
2268,General Heat Conduction Equations in in cylindrical coordinates by Dr. K China AppaRao,2021-07-01,19,0,0,Jul
2269,General Heat Conduction Equations in Cartesian Coordinates by Dr. K China AppaRao,2021-07-01,22,0,0,Jul
2270,5 Essential  Soft skills to Accelerate Your Career Growth by Ms. Shraddha P,2021-07-01,163,19,0,Jul
2271,Estimation of Fixed and Working Capital Requirements by Ms.I Shirisha,2021-06-30,97,5,0,Jun
2272,QR Factorization by Mr.Ch Chaitanya,2021-06-30,24,0,0,Jun
2273,"Trding Forecast, Capital Budget, Cash Budget by Ms.I Shireesha",2021-06-30,29,1,0,Jun
2274,Methods and Sources of Finance by Ms.I Shireesha,2021-06-30,26,0,0,Jun
2275,Capital and its Significance by Ms.I Shireesha,2021-06-30,38,0,0,Jun
2276,Types of Capital by Ms.I Shireesha,2021-06-30,24,0,0,Jun
2277,INSTITUTE OF AERONAUTICAL ENGINEERING | Technical Fest Consortium & Cultural Fest Spandana - 2021,2021-06-27,17703,344,0,Jun
2278,One Week Entrepreneurship Development Program on Entrepreneurship and Product Development,2021-06-26,311,7,0,Jun
2279,One Week Entrepreneurship Development Program on Entrepreneurship and Product Development,2021-06-25,155,3,0,Jun
2280,Tail Contribution on Static Longitudinal Stability by Dr. YD Dwivedhi,2021-06-24,89,1,0,Jun
2281,Neutral Point and Static Margin by Dr. YD Dwivedhi,2021-06-24,108,3,0,Jun
2282,Introduction to Aircraft Stability and Control  by Dr. YD Dwivedhi,2021-06-24,240,4,0,Jun
2283,Noise in Angle Modulation System Dr.V Siva Nagaraju,2021-06-24,402,4,0,Jun
2284,"Noise triangle, Pre Emphasis and De Emphasis by Dr.V Siva Nagaraju",2021-06-24,42,2,0,Jun
2285,Noise Analysis in SSB System by Dr.V Siva Nagaraju,2021-06-24,78,1,0,Jun
2286,Fourier Expansion of Periodic Function in a Given Interval of Length 2π by Mr.P Shantan Kumar,2021-06-24,74,2,0,Jun
2287,"Fourier Expansion of Periodic Function in a Given Interval of Length (-π,π)  by Mr.P Shantan Kumar",2021-06-24,37,3,0,Jun
2288,Noise analysis in AM system by Dr.V Siva Nagaraju,2021-06-24,79,0,0,Jun
2289,Performance Test on Variable Compression Ratio  VCR  Engine by Mr. G Sarat Raju,2021-06-24,262,3,0,Jun
2290,IC Engines Valve /Port timing diagram by Mr. Sarat Raju,2021-06-24,40,0,0,Jun
2291,Performance test on air compressor unit by Mr. G Sarat Raju,2021-06-24,74,2,0,Jun
2292,IC Engine performance Test for 4 stroke SI Engine by Mr  G Sarat Raju,2021-06-24,27,0,0,Jun
2293,IC Engine performance Test for 4 stroke CI Engine by Mr. G Sarat Raju,2021-06-24,38,0,0,Jun
2294,One Week Entrepreneurship Development Program on Entrepreneurship and Product Development,2021-06-24,95,4,0,Jun
2295,Mesh Analysis with AC Excitation by A. Srikanth,2021-06-23,48,4,0,Jun
2296,Problems on Modes of Heat Transfer by Dr. K China Apparao,2021-06-23,30,0,0,Jun
2297,Non - Homogeneous Term of the Type f x = eaxvx by Mr.P Shantan Kumar,2021-06-23,28,1,0,Jun
2298,Method of Variation of Parameters by Mr.P Shantan Kumar,2021-06-23,33,2,0,Jun
2299,Torque Equation of Three Phase Induction Motor by Mr.A Satish Kumar,2021-06-23,19,0,0,Jun
2300,Non - Nomogeneous Term of the Type f x =  xn by Mr.P Shantan Kumar,2021-06-23,25,1,0,Jun
2301,"Non - Homogeneous Term of the Type f x = sinax , cosax by Mr.P Shantan Kumar",2021-06-23,55,1,0,Jun
2302,"Ratio of Full load, Maximum, Starting Torques and Numerical Problems by Mr.A Satish Kumar",2021-06-23,7,0,0,Jun
2303,"Power Flow Diagram and losses, Efficiency of Induction Motor Mr.A Satish Kumar",2021-06-23,35,1,0,Jun
2304,Non Homogeneous Term of the Type f x = eax by Mr.P Shantan Kumar,2021-06-23,32,1,0,Jun
2305,Simplex Method by Dr. K China Apparao,2021-06-23,10,0,0,Jun
2306,Linear Differential Equations of Second and Higher Order  - More Problems by Mr.P Shantan Kumar,2021-06-23,56,1,0,Jun
2307,Graphical Method by Dr. K China Apparao,2021-06-23,15,1,0,Jun
2308,Numericals on LP Models by Dr. K China Apparao,2021-06-23,10,0,0,Jun
2309,One Week Entrepreneurship Development Program on Entrepreneurship and Product Development,2021-06-23,58,2,0,Jun
2310,Linear Differential Equation of Second Higher Order with Constant Coefficients by Mr.P Shantan Kumar,2021-06-22,48,0,0,Jun
2311,Maxima and Minima of Functions with Three Variables by Mr.P Shantan Kumar,2021-06-22,29,1,0,Jun
2312,Method of Lagrange Multipliers by Mr.P Shantan Kumar,2021-06-22,12,0,0,Jun
2313,Application Method of Lagrange Multipliers by Mr.P Shantan Kumar,2021-06-22,21,0,0,Jun
2314,Maxima and Minima of Functions with Two Variables by Mr.P Shantan Kumar,2021-06-22,16,0,0,Jun
2315,Functional Dependence by Mr.Shantan Kumar,2021-06-22,15,0,0,Jun
2316,Jacobian Transformations by Mr.P Shantan Kumar,2021-06-22,40,1,0,Jun
2317,Functions of Several Variables   Partial Differentiation by Mr.P shantan Kumar,2021-06-22,54,3,0,Jun
2318,Dynamic Stability Definition and Terminology by Dr. YD Dwivedhi,2021-06-22,26,0,0,Jun
2319,Principal Component Analysis by Mr. Ch Chaitanya,2021-06-22,8,0,0,Jun
2320,Linearization of the Aircraft Equations of Motion Definition and Terminology by Dr. YD Dwivedhi,2021-06-22,58,1,0,Jun
2321,Lateral and Directional Stability Definition and Terminology by Dr. YD Dwivedhi,2021-06-22,39,1,0,Jun
2322,Equations of Motion Definition and Terminology by Dr. YD Dwivedhi,2021-06-22,17,0,0,Jun
2323,Longitudinal Static Stability Definition and Terminology  by Dr. Y D Dwivedhi,2021-06-22,45,1,0,Jun
2324,One Week Entrepreneurship Development Program on Entrepreneurship and Product Development,2021-06-22,298,7,0,Jun
2325,AICTE Day 4 - Solar cells and Supecapacitor applications,2021-06-21,26,0,0,Jun
2326,AICTE Day 3 - Materials preparation and technology of  advanced energy storage devices,2021-06-21,20,0,0,Jun
2327,AICTE Day 1 Nanomaterials for Li Ion Battery applications,2021-06-21,68,2,0,Jun
2328,"AICTE Day 5 - Yoga, Graphene and carbon dots and vote of thanks",2021-06-21,31,0,0,Jun
2329,AICTE Day 2 - Lithium and Lead acid battery applications,2021-06-21,31,0,0,Jun
2330,AICTE Day 1 - Energy storage and Harvesting devices from earth abundant materials,2021-06-21,49,0,0,Jun
2331,AICTE DAy 1 Role of Na Ion Battery technology,2021-06-21,30,0,0,Jun
2332,Power Developed and Power Flow Within Synchronous Motor by Mr.K devender Reddy,2021-06-21,21,0,0,Jun
2333,Blondel’s two Reaction Concept for Salient pole Alternator by Mr.K Devender Reddy,2021-06-21,8,0,0,Jun
2334,Construction of Circle Diagram by Mr.K Devender Reddy,2021-06-21,15,0,0,Jun
2335,"Induction Generator, Principle of Operation by Mr  K Devender Reddy",2021-06-21,7,0,0,Jun
2336,Power Developed by Salient pole Synchronous Machine and Power Angle Curve by Mr.K Devender Reddy,2021-06-21,131,2,0,Jun
2337,Synchronizing Power by Mr.K Devender Reddy,2021-06-21,4,0,0,Jun
2338,"Effect of Excitation, Reactance, Torque, Speed on the Parallel Operation by Mr.K Devender Reddy",2021-06-21,10,1,0,Jun
2339,Synchronizing and Parallel Operation of Alternators by Mr.K Devender Reddy,2021-06-21,18,0,0,Jun
2340,Starting Methods of Synchronous Motor by Mr.K Devender Reddy,2021-06-21,10,0,0,Jun
2341,EMF - Equation and Winding Factors by Mr.K Devender Reddy,2021-06-21,20,0,0,Jun
2342,Principle of Operation and Constructional Features of Synchronous Motor by Mr.K Devender Reddy,2021-06-21,16,0,0,Jun
2343,Alternator on load by Mr.K Devender Reddy,2021-06-21,8,0,0,Jun
2344,Armature Reaction of Alternator by Mr.K Devender Reddy,2021-06-21,17,0,0,Jun
2345,Determination of Voltage Regulation of Alternator by Synchronous ImpedanceEMF by Mr.K Devender Reddy,2021-06-21,18,0,0,Jun
2346,Types of Armature Windings by Mr.K Devender Reddy,2021-06-21,14,0,0,Jun
2347,Principle operation and constructional features of synchronous generator by Mr.K Devender Reddy,2021-06-21,13,0,0,Jun
2348,Grubler’s Criterion by Dr. VVSH Prasad,2021-06-21,118,1,0,Jun
2349,Kinematic Pairs by Dr. VVSH Prasad,2021-06-21,25,1,0,Jun
2350,Introduction to Kinematics by Dr. VVSH Prasad,2021-06-21,72,3,0,Jun
2351,Electromagnetic Wave Propagation Question Bank Discussion by Dr. P Ashok Babu,2021-06-21,29,0,0,Jun
2352,Transmission Lines I Question Bank Discussion by Dr. P Ashok Babu,2021-06-21,73,2,0,Jun
2353,Transmission Lines II Question Bank Discussion by Dr. P Ashok Babu,2021-06-21,71,0,0,Jun
2354,Magnetostatics Question Bank Discussion by Dr. P Ashok Babu,2021-06-21,21,0,0,Jun
2355,Electro Statics Question Bank Discussion by Dr. P Ashok Babu,2021-06-21,37,1,0,Jun
2356,Spandana 2k21 Event Promo,2021-06-19,1382,26,0,Jun
2357,DT - Module - I - Introduction to Demand Analysis by Dr.T Varalakshmi,2021-06-19,35,1,0,Jun
2358,DT - Module - IV - Capital and Budgeting by Dr.T Varalakshmi,2021-06-19,23,2,0,Jun
2359,QB - Module - I - Introduction to Demand Analysis by Dr.T Varalakshmi,2021-06-19,36,1,0,Jun
2360,QB - Module - V - Introduction to Financial Accounting and Financial Analysis  by Dr.T Varalakshmi,2021-06-19,28,1,0,Jun
2361,DT - Module - V - Financial accounting and Financial analysis by Dr.T Varalakshmi,2021-06-19,21,2,0,Jun
2362,QB - Module - IV - Capital Budgeting  by Dr.T Varalakshmi,2021-06-19,18,1,0,Jun
2363,DT - Module - III - Markets and new Economic Environment by Dr.T Varalakshmi,2021-06-19,12,0,0,Jun
2364,DT - Module - II - Production and Cost Analysis by Dr.T Varalakshmi,2021-06-19,12,0,0,Jun
2365,QB - Module - II - Production and cos Analysis by Dr.T Varalakshmi,2021-06-19,18,1,0,Jun
2366,QB - Module - III - Markets and New Economic Environment  by Dr.T Varalakshmi,2021-06-19,27,1,0,Jun
2367,Graph Coloring using Backtracking by Dr. M Purushotham Reddy,2021-06-19,18,0,0,Jun
2368,8 Queens Problem using Backtracking  by Dr. M Purushotham Reddy,2021-06-19,17,0,0,Jun
2369,Backtracking   General Method by Dr. M Purushotham Reddy,2021-06-19,11,0,0,Jun
2370,Sum of Subsets Problem using Backtracking by Dr. M Purushotham Reddy,2021-06-19,10,0,0,Jun
2371,Optimal Binary Search Tree by Dr. M Purushotham Reddy,2021-06-19,17,1,0,Jun
2372,All Pairs Shortest Path Problem using Dynamic Programming by Dr. M Purushotham Reddy,2021-06-19,8,0,0,Jun
2373,Matrix Chain Multiplication by using Dynamic Programming by Dr. M Purushotham Reddy,2021-06-19,6,0,0,Jun
2374,Dynamic Programming General Method by Dr. M Purushotham Reddy,2021-06-19,16,0,0,Jun
2375,Single Source Shortest Path Algorithm Bellmann Ford Algorithm by Dr. M Purushotham Reddy,2021-06-19,6,0,0,Jun
2376,0/1 Knapsack Problem by using Dynamic Programming by Dr. M Purushotham Reddy,2021-06-19,10,0,0,Jun
2377,Travelling Sales Person Problem by Dr. M Purushotham Reddy,2021-06-19,7,0,0,Jun
2378,Mathematical Modelling of Physical System by Mrs.K Harshini,2021-06-18,30,1,0,Jun
2379,Concept of Transfer function by Mrs.k Harshini,2021-06-18,15,0,0,Jun
2380,Closed and open loop Control Systems with examples by Mrs.K Harshini,2021-06-18,19,2,0,Jun
2381,Introduction to Control Systems by Mrs.K Harshini,2021-06-18,50,1,0,Jun
2382,Question Bank Discussion Part 3 on C Programming by Dr. G Ramu,2021-06-18,28,1,0,Jun
2383,Definitions and Terminology C Programming Language by Dr. G Ramu,2021-06-18,41,3,0,Jun
2384,Question Bank Discussion Part 2 on C Programming by Dr. G Ramu,2021-06-18,17,1,0,Jun
2385,Question Bank Discussing on C Programming by Dr. G Ramu,2021-06-18,37,1,0,Jun
2386,"AVl Tree operations – Insertion, Deletion, Rotations by Mr.E Krishna Rao Patro",2021-06-18,17,1,0,Jun
2387,Introduction to binary trees and its representation –array and linked list by Mr.E Krishna Rao Patro,2021-06-18,13,0,0,Jun
2388,Circular singly linked list and its implementation by Mr.E Krishna Rao Patro,2021-06-18,6,0,0,Jun
2389,Expression tree and Threaded binary trees by Mr.E Krishna Rao Patro,2021-06-18,8,0,0,Jun
2390,DEQUE ADT and its implementation by Mr.E Krishna Rao Patro,2021-06-18,5,0,0,Jun
2391,Recursive algorithms by Mr.E Krishna Rao Patro,2021-06-18,10,0,0,Jun
2392,Sorting Techniques - Insertion Sort by Mr .E Krishna Rao Patro,2021-06-18,19,1,0,Jun
2393,"Applications of Stack – Infix to Postfix, Infix to Prefix by Mr.E Krishna Rao Patro",2021-06-18,22,1,0,Jun
2394,Evaluation of Postfix expression by Mr.E Krishna Rao Patro,2021-06-18,18,2,0,Jun
2395,Data abstraction by Mr.E.Krishna Rao Patro,2021-06-18,11,2,0,Jun
2396,"Problems on Admittance, Vmax, Vmin, Open and Short Circuit Impedances using Smith Chart",2021-06-17,65,1,0,Jun
2397,Problems on Stub Matching using Smith Chart by Dr. P Ashok Babu,2021-06-17,16,0,0,Jun
2398,Problems Force and Field Intensity by Dr. P Ashok Babu,2021-06-17,9,0,0,Jun
2399,Problems on Reflection Coefficient and VSWR using Smith Chart by Dr. P Ashok Babu,2021-06-17,17,0,0,Jun
2400,"Problems Attenuation ,Phase Constants and Characteristic Impedance by Dr. P Ashok Babu",2021-06-17,16,0,0,Jun
2401,Sorting techniques : heap sort by Mr  E.Krishna Rao Patro,2021-06-17,16,0,0,Jun
2402,"Problems on Phase Velocity, Characteristic Impedance by Dr. P Ashok Babu",2021-06-17,10,0,0,Jun
2403,Problems on Primary Constants by Dr. P Ashok Babu,2021-06-17,25,1,0,Jun
2404,Problems on Depth of Penetration and Intrinsic Impedance by Dr. P Ashok Babu,2021-06-17,13,0,0,Jun
2405,Problems on Depth of Penetration and Intrinsic Impedance by Dr. P Ashok Babu,2021-06-17,30,0,0,Jun
2406,Problems on Waves and Propagation Constant  by Dr. P Ashok Babu,2021-06-17,44,0,0,Jun
2407,Problems on Solenoids and Toroid's by Dr. P Ashok Babu,2021-06-17,11,0,0,Jun
2408,Problems on Field Intensity and Solenoids by Dr. P Ashok Babu,2021-06-17,15,0,0,Jun
2409,"Verify Timer ,Counter using 8051 Microcontroller by Ms. B Lakshmi Prasanna",2021-06-16,149,1,0,Jun
2410,Interfacing Keyboard to 8086 Microprocessor by Ms. B Lakshmi Prasanna,2021-06-16,129,0,0,Jun
2411,Problems on Electric Potential by Dr. P Ashok Babu,2021-06-10,52,1,0,Jun
2412,Problems on Electric Energy by Dr. P Ashok Babu,2021-06-10,43,0,0,Jun
2413,Problems on Magnetic Field Intensity by Dr. P Ashok Babu,2021-06-10,32,0,0,Jun
2414,Introduction to Dimensionality Reduction by Mr. Ch Chaitanya,2021-06-09,36,0,0,Jun
2415,Transmission Lines II  Definition and Terminology  by Dr. P Ashok Babu,2021-06-07,27,0,0,Jun
2416,Transmission Lines I  Definition and Terminology by Dr. P Ashok Babu,2021-06-07,28,0,0,Jun
2417,EM Wave Characteristics Definition and Terminology by Dr. P Ashok Babu,2021-06-07,13,1,0,Jun
2418,Magnetostatics Definition and Terminology  by Dr. P Ashok Babu,2021-06-07,19,1,0,Jun
2419,Electrostatics Definition and Terminology  by Dr. P Ashok Babu,2021-06-07,16,0,0,Jun
2420,Stub Matching by Dr. P Ashok Babu,2021-06-07,40,0,0,Jun
2421,Ratio Analysis  Part II related Problems & Solutions by Dr. T Varalakshmi,2021-06-05,43,2,0,Jun
2422,Ratio Analysis  Part 1 related Problems & Solutions by Dr. T Varalakshmi,2021-06-05,33,2,0,Jun
2423,"Trading Account, Profit and Loss account and Balance sheet related Probblems by Dr.  T Varalakshmi",2021-06-05,29,1,0,Jun
2424,"Journal, Ledger and Trial Balance related Problems & Solutions by Dr. T Varalakshmi",2021-06-05,47,3,0,Jun
2425,Account Rate of ReturnARR and Profitability Index PI related Problems  by Dr. T Varalakshmi,2021-06-05,14,1,0,Jun
2426,Break Even Point related Problems & Solutions by Dr. T VaraLakshmi,2021-06-05,27,1,0,Jun
2427,Net Present Value NPV related Problems & Solutions by Dr. T Varalakshmi,2021-06-05,13,1,0,Jun
2428,Break Even Analysis and Margin of Safety related problems and Solutions by Dr. T Varalakshmi,2021-06-05,22,2,0,Jun
2429,Internal Rate of Return IRR related Problems & Solutions by Dr. T Varalakshmi,2021-06-05,9,1,0,Jun
2430,Pay Back Period PBP related Problems and Solutions by Dr. T Varalakshmi,2021-06-05,17,3,0,Jun
2431,Sole Proprietorship and Partnership by Ms. I Shireesha,2021-06-04,39,1,0,Jun
2432,Features and Evaluation of different Forms of Business Organization by Ms. I Shireesha,2021-06-04,22,1,0,Jun
2433,"joint Stock Company, Public Enterprises and their Types by Ms. I Shireesha",2021-06-04,53,2,0,Jun
2434,Classifications of Systems by Dr. V Padmanabha Reddy,2021-06-04,33,0,0,Jun
2435,Exponential and Sinusoidal Signals by Dr. V padmanabha Reddy,2021-06-04,75,0,0,Jun
2436,Basic Types of Signals by Dr. V Padmanabha Reddy,2021-06-04,37,0,0,Jun
2437,"Applications of Ampere’s Circuit Law “H” Calculation in Case of Surface, by Ms. K C Koteswaramma",2021-06-03,13,0,0,Jun
2438,Magnetic Flux Density  Maxwell’s Equation by Ms. K C Koteswaramma,2021-06-03,31,1,0,Jun
2439,Ampere's Circuit Law by Ms. KC Koteswaramma,2021-06-03,3,0,0,Jun
2440,Biot Savart’s Law by Ms. K C Koteswaramma,2021-06-03,15,0,0,Jun
2441,Scalar Electrical Potential by Ms. KC Koteswaramma,2021-06-03,18,0,0,Jun
2442,Continuity Equation by Ms. K C Koteswaramma,2021-06-03,12,0,0,Jun
2443,Conduction and Convection Currents by Ms. K C Koteswaramma,2021-06-03,9,0,0,Jun
2444,Prerequisites for EMTL by Ms. KC Koteswaramma,2021-06-03,15,0,0,Jun
2445,Frequency Division Multiplexing by Ms. S Swathi,2021-06-02,78,2,0,Jun
2446,Pre emphasis & De emphasis experiment by Ms. S Swathi,2021-06-02,261,4,0,Jun
2447,Frequency Modulation Experiment by Ms. S Swathi,2021-06-02,92,0,0,Jun
2448,SSBSC Experiment by Ms. S Swathi,2021-06-02,143,2,0,Jun
2449,Reciprocating pump by Mr. G Sarat Raju,2021-06-02,32,0,0,Jun
2450,Pelton Wheel Turbine by Mr. CHVSS Sudheer,2021-06-02,19,0,0,Jun
2451,Francis turbine by Mr. G Sarat Raju,2021-06-02,22,0,0,Jun
2452,Centrifugal Pumps by Mr. G Sarat Raju,2021-06-02,22,0,0,Jun
2453,kaplan turbine by Mr. G Sarat Raju,2021-06-02,20,1,0,Jun
2454,DSBSC EXperiment by Ms.  S Swathi,2021-06-02,222,5,0,Jun
2455,Amplitude Modulation Experiment by Ms. S Swathi,2021-06-02,367,4,0,Jun
2456,Tips for Interview Part 1 by Ms. P Shruthilaya and Ms. P Shraddha,2021-06-01,244,10,0,Jun
2457,Features of Capital Budgeting Proposals by Dr. T Varalakshmi,2021-06-01,48,4,0,Jun
2458,"Trading Forecast, Capital Budget, Cash Budget by Dr. T Varalakshmi",2021-06-01,23,2,0,Jun
2459,Methods and Sources of Raising Capital by Dr. T Varalakshmi,2021-06-01,28,2,0,Jun
2460,Price Output Determination in Case of Monopoly and Pricing Methods by Ms. I Shireesha,2021-05-31,23,0,0,May
2461,Monopoly and Monopolistic Competition by Ms. I Shireesha,2021-05-31,14,0,0,May
2462,Cost Analysis and Cost Concepts by Ms. I Shireesha,2021-05-31,19,0,0,May
2463,Features of Perfect Competition by Ms. I Shireesha,2021-05-31,15,0,0,May
2464,"Market Structures, Types of Competition by Ms. I Shireesha",2021-05-31,21,1,0,May
2465,"Breakeven Analysis , Determination of Breakeven Point, Managerial Significance by Ms  I Shireesha",2021-05-31,15,0,0,May
2466,"Cobb Douglas Production Function, Laws of Returns, Internal and External Economie by Ms. I Shireesha",2021-05-31,23,0,0,May
2467,Scott connection of transformers by Mr. K Devender Reddy,2021-05-31,56,1,0,May
2468,Brake Test On Three Phase Squirrel Cage Induction Motor by Mr. K Devender Reddy,2021-05-31,644,10,0,May
2469,Problems on File Handling I O by Dr. G Ramu,2021-05-29,34,1,0,May
2470,Problems on Command Line Arguments by Dr. G Ramu,2021-05-29,12,1,0,May
2471,Problems on Preprocessor Directives by Dr. G Ramu,2021-05-29,13,1,0,May
2472,Problems on Dynamic Memory Allocation by Dr. G Ramu,2021-05-29,5,1,0,May
2473,Problems on Structures by Dr. G Ramu,2021-05-29,7,0,0,May
2474,Problems on Pointers by Dr. G Ramu,2021-05-29,4,0,0,May
2475,Problems on Recursive Functions by Dr. G Ramu,2021-05-29,6,0,0,May
2476,basic amplifier by Ms. J Sravana,2021-05-29,146,2,0,May
2477,single tuned amplifier by Ms. J Sravana,2021-05-29,117,3,0,May
2478,rc phase shift oscillator by Ms. J Sravana,2021-05-29,100,1,0,May
2479,Current shunt and voltage series feedback amplifier  by Ms. J Sravana,2021-05-29,144,1,0,May
2480,hartley ocillator by Ms. J Sravana,2021-05-29,101,3,0,May
2481,The IARE Cultural Fest 2021 in Virtual Mode,2021-05-29,3834,122,0,May
2482,Nuts and Bolts of Machine Learning Model: Theory and Practical using Python,2021-05-26,159,4,0,May
2483,RPOT  Tool Demonstration by Ms. P Shruthilaya and Ms. P Shraddha,2021-05-26,3170,41,0,May
2484,Problems Category of Functions by Dr. G Ramu,2021-05-26,15,0,0,May
2485,Problems on String Handling Functions by Dr. G Ramu,2021-05-26,11,0,0,May
2486,Problems on Parameter Passing Techniques by Dr. G Ramu,2021-05-26,11,0,0,May
2487,Problems Multi Dimensional Array by Dr. G Ramu,2021-05-26,10,0,0,May
2488,Problems Single Dimensional Array by Dr. G Ramu,2021-05-26,24,1,0,May
2489,"Iso quants and Iso costs, Marginal Rate of Technical Substitute MRTS, Least Cost by Ms. I  Shireesha",2021-05-26,51,0,0,May
2490,Problems Storage Classes by Dr. G Ramu,2021-05-26,9,0,0,May
2491,"Problems on Break, Continue and goto Statements by Dr. G Ramu",2021-05-26,7,0,0,May
2492,Nuts and Bolts of Machine Learning Model: Theory and Practical using Python,2021-05-25,227,11,0,May
2493,Problems on Loop Control Statements by Dr. G Ramu,2021-05-25,17,0,0,May
2494,Problems on Conditional Branching Statements by Dr. G Ramu,2021-05-25,18,0,0,May
2495,Build First Machine Learning Model using TensorFlow by Mr. P Ravinder,2021-05-25,40,2,0,May
2496,Mathematical Understanding of the Linear Regression by Mr. P Ravinder,2021-05-25,15,0,0,May
2497,Linear Regression and it’s Types by Mr. P Ravinder,2021-05-25,15,0,0,May
2498,Nuts and Bolts of Machine Learning Model: Theory and Practical using Python,2021-05-24,187,4,0,May
2499,Problems on Precedence of Operators and Expression Evaluation by Dr. G Ramu,2021-05-24,23,0,0,May
2500,Command Line Arguments by Dr. G Ramu,2021-05-24,13,0,0,May
2501,Error Handling by Dr. G Ramu,2021-05-24,16,0,0,May
2502,Random File Positioning Functions by Dr. G Ramu,2021-05-24,16,0,0,May
2503,File I O Operations in C by Dr. G Ramu,2021-05-24,36,2,0,May
2504,Algorithms and Flowcharts in C by Dr. G Ramu,2021-05-24,26,1,0,May
2505,Nuts and Bolts of Machine Learning Model: Theory and Practical using Python,2021-05-23,276,10,0,May
2506,Nuts and Bolts of Machine Learning Model: Theory and Practical using Python,2021-05-22,193,8,0,May
2507,"Theory of Production , Production Function & Law of Variable Proportion by Ms. I Shireesha",2021-05-22,95,0,0,May
2508,Activity Ratios by Dr. T Varalakshmi,2021-05-22,27,2,0,May
2509,DuPont Chart by Dr. T Varalakshmi,2021-05-22,23,2,0,May
2510,Profitability Ratios by Dr. T Varalakshmi,2021-05-22,15,2,0,May
2511,Ratio Analysis and Interpretation of Liquidity Ratios by Dr. T Varalakshmi,2021-05-22,40,2,0,May
2512,Capital Structure Ratios by Dr. T Varalakshmi,2021-05-22,18,2,0,May
2513,Nuts and Bolts of Machine Learning Model: Theory and Practical using Python,2021-05-21,299,10,0,May
2514,Nuts and Bolts of Machine Learning Model: Theory and Practical using Python,2021-05-20,1499,54,0,May
2515,Balance Sheet with Adjustments by Dr. T Varalakshmi,2021-05-20,59,3,0,May
2516,Profit and Loss Account by Dr. T Varalakshmi,2021-05-20,32,2,0,May
2517,Trading Account by Dr. T Varalakshmi,2021-05-20,24,1,0,May
2518,Trial Balance by Dr. T Varalakshmi,2021-05-20,44,2,0,May
2519,Ledger by Dr. T Vara Lakshmi,2021-05-20,51,2,0,May
2520,"Financial Accounting Objectives, Functions, Importance by Dr. T Varalakshmi",2021-05-20,77,2,0,May
2521,"Double entry Book Keeping, Journal by Dr. T Varalakshmi",2021-05-20,55,2,0,May
2522,Accounting Concepts  and Conventions by Dr. T Varalakshmi,2021-05-19,97,2,0,May
2523,Methods of Capital Budgeting by Dr. T Varalakshmi,2021-05-19,41,3,0,May
2524,Demand Forecasting Meaning Methods by Ms. I Shireesha,2021-05-19,46,0,0,May
2525,Demand Forecasting   Meaning and Factors  Governing Demand Forecasting by Ms. I Shireesha,2021-05-19,124,2,0,May
2526,Elasticity of Demand  Measurement and Significance by Ms. I Shireesha,2021-05-18,388,5,0,May
2527,Introduction to Business Economics by Ms. I Shireesha,2021-05-18,81,2,0,May
2528,Definition of Business Economics by Ms. I Shireesha,2021-05-18,64,0,0,May
2529,Law of Demand and its Exceptions by Ms. I Shireesha,2021-05-18,67,0,0,May
